,Players,Prev4's,Prev5's,Prev6's,Cur4's,Cur5's,Cur6's,Inc4's,Inc5's,Inc6's,4@1point,5@5point,6@5point,total
9,LalaTheWhite,0,0,0,0,680,148,0,680,148,0,3400,740,4140
62,ZENZEY,0,0,0,0,813,5,0,813,5,0,4065,25,4090
7,ArT,0,0,0,0,651,156,0,651,156,0,3255,780,4035
76,arcane,0,0,0,0,783,1,0,783,1,0,3915,5,3920
46,vampirewolfG,0,0,0,1,757,21,1,757,21,1,3785,105,3891
59,Sir Mogque,0,0,0,0,745,6,0,745,6,0,3725,30,3755
60,Csapek,0,0,0,0,745,6,0,745,6,0,3725,30,3755
47,Blackrainbow,0,0,0,4,718,20,4,718,20,4,3590,100,3694
77,Alice Fart,0,0,0,0,691,1,0,691,1,0,3455,5,3460
85,UhtredR,0,0,0,2,691,0,2,691,0,2,3455,0,3457
78,DownBubble,0,0,0,2,678,1,2,678,1,2,3390,5,3397
44,TripleP,0,0,0,2,626,23,2,626,23,2,3130,115,3247
51,didialfeim,0,0,0,0,620,12,0,620,12,0,3100,60,3160
15,mirjan,0,0,0,10,501,114,10,501,114,10,2505,570,3085
16,Wareblade,0,0,0,0,504,110,0,504,110,0,2520,550,3070
63,Thos,0,0,0,2,590,5,2,590,5,2,2950,25,2977
48,Boss X,0,0,0,49,543,20,49,543,20,49,2715,100,2864
70,Eragon67,0,0,0,1,514,2,1,514,2,1,2570,10,2581
79,FaFnir,0,0,0,0,501,1,0,501,1,0,2505,5,2510
71,freeze3,0,0,0,0,480,2,0,480,2,0,2400,10,2410
41,RMonn,0,0,0,0,431,29,0,431,29,0,2155,145,2300
39,Draakir,0,0,0,0,428,31,0,428,31,0,2140,155,2295
40,IronPrice,0,0,0,0,428,30,0,428,30,0,2140,150,2290
38,FreyaMaiden,0,0,0,0,416,32,0,416,32,0,2080,160,2240
72,tiddabeth,0,0,0,0,435,2,0,435,2,0,2175,10,2185
31,Maverick,0,0,0,0,380,53,0,380,53,0,1900,265,2165
49,Brooster,0,0,0,0,406,15,0,406,15,0,2030,75,2105
43,Freyyr,0,0,0,0,367,24,0,367,24,0,1835,120,1955
86,RoGue Prince,0,0,0,0,362,0,0,362,0,0,1810,0,1810
80,GooSE,0,0,0,0,354,1,0,354,1,0,1770,5,1775
36,Odr,0,0,0,2,307,36,2,307,36,2,1535,180,1717
67,pembaa,0,0,0,0,309,4,0,309,4,0,1545,20,1565
45,AHEGON,0,0,0,0,232,22,0,232,22,0,1160,110,1270
81,Mindaugyno,0,0,0,2,248,1,2,248,1,2,1240,5,1247
82,Kaelthas27,0,0,0,3,211,1,3,211,1,3,1055,5,1063
55,Daessa,0,0,0,0,197,9,0,197,9,0,985,45,1030
61,Omnos,0,0,0,0,189,6,0,189,6,0,945,30,975
87,sakis111,0,0,0,0,103,0,0,103,0,0,515,0,515
73,Skipka,0,0,0,0,100,2,0,100,2,0,500,10,510
52,S4TN4AM1R,0,0,0,0,86,12,0,86,12,0,430,60,490
88,SERHAT STARK,0,0,0,0,69,0,0,69,0,0,345,0,345
68,Beha,0,0,0,0,51,4,0,51,4,0,255,20,275
89,ANASTASIAs,0,0,0,0,12,0,0,12,0,0,60,0,60
83,Adijjiiiiiii,0,0,0,0,9,1,0,9,1,0,45,5,50
