Player,Curr4,Curr5,Curr_Score,Pre4,Pre5,Prev_Score,Inc_Score
Loekas20,2240,308,3164.0,2221,303,3130.0,34.0
Lord Rufus,343,237,1054.0,341,227,1022.0,32.0
Stiele,345,174,867.0,317,174,839.0,28.0
brokenjade20,2,0,2.0,0,0,0,2.0
BIGBAD PANDA,515,995,3500.0,515,995,3500.0,0.0
Adaere,0,0,0.0,0,0,0.0,0.0
Harold,1664,1127,5045.0,1664,1127,5045.0,0.0
Bigbadguy,2950,1592,7726.0,2950,1592,7726.0,0.0
Lohki,181,468,1585.0,181,468,1585.0,0.0
Total,,,199173.00,,,185443.00,13730.00
