,Players,Prev4's,Prev5's,Prev6's,Cur4's,Cur5's,Cur6's,Inc4's,Inc5's,Inc6's,4@1point,5@5point,6@5point,total
10,brokenjade,3,2831,183,3,2912,190,0,81,7,0,405,35,440
48,milleeee,0,929,24,0,980,28,0,51,4,0,255,20,275
84,Lord Frost,0,325,0,0,367,0,0,42,0,0,210,0,210
52,viktorija,0,357,21,0,395,22,0,38,1,0,190,5,195
5,Theomore,0,1513,218,0,1548,222,0,35,4,0,175,20,195
23,17Palad1nOnm,3,1515,88,3,1550,92,0,35,4,0,175,20,195
65,R1m,0,1929,8,0,1967,8,0,38,0,0,190,0,190
55,Mikey AlThor,0,124,12,0,160,14,0,36,2,0,180,10,190
78,NuNo,0,747,1,0,782,1,0,35,0,0,175,0,175
16,SEARCHER,1525,1742,142,1525,1771,145,0,29,3,0,145,15,160
26,SATNAM1R,0,459,84,0,488,87,0,29,3,0,145,15,160
11,SlackOfDoom,45,1973,179,45,1999,185,0,26,6,0,130,30,160
22,MaceWindujr,1277,2065,107,1277,2097,107,0,32,0,0,160,0,160
74,tiddabeth,0,1066,4,0,1097,4,0,31,0,0,155,0,155
27,trevers,0,427,75,0,453,79,0,26,4,0,130,20,150
41,didialfeim,0,1294,36,0,1322,38,0,28,2,0,140,10,150
66,MORTI,196,2072,6,196,2102,6,0,30,0,0,150,0,150
54,BOrke,0,222,14,0,248,17,0,26,3,0,130,15,145
44,Brooster,0,852,31,0,881,31,0,29,0,0,145,0,145
45,komyc,2743,1670,30,2743,1699,30,0,29,0,0,145,0,145
73,MariaZoe,1,1440,4,1,1469,4,0,29,0,0,145,0,145
68,ZENZEY,0,1214,5,0,1241,6,0,27,1,0,135,5,140
47,Boss X,51,970,29,51,997,30,0,27,1,0,135,5,140
14,koddi,6,1193,155,6,1218,158,0,25,3,0,125,15,140
56,Lord Lesa,0,206,12,0,233,13,0,27,1,0,135,5,140
63,Thos,2,978,10,2,1006,10,0,28,0,0,140,0,140
53,EnchantressM,0,1630,21,0,1657,21,0,27,0,0,135,0,135
75,Eragon67,1,982,2,1,1009,2,0,27,0,0,135,0,135
82,Foxxy,3265,1603,0,3265,1630,0,0,27,0,0,135,0,135
3,EDOX,1631,2050,257,1631,2073,261,0,23,4,0,115,20,135
40,Dimsa,0,396,36,0,419,40,0,23,4,0,115,20,135
77,UhtredR,2,1112,1,2,1138,1,0,26,0,0,130,0,130
62,NotTodayMate,0,82,7,0,104,11,0,22,4,0,110,20,130
