,Players,Prev4's,Prev5's,Prev6's,Cur4's,Cur5's,Cur6's,Inc4's,Inc5's,Inc6's,4@1point,5@5point,6@5point,total
18,DarkLord Dan,0,0,0,0,543,66,0,543,66,0,2715,330,3045
12,dingleberry,0,0,0,0,477,96,0,477,96,0,2385,480,2865
44,Gunnarr716,0,0,0,0,546,22,0,546,22,0,2730,110,2840
13,LalaTheWhite,0,0,0,0,468,93,0,468,93,0,2340,465,2805
29,Klaus Schnee,0,0,0,0,503,50,0,503,50,0,2515,250,2765
34,xLestat,0,0,0,0,510,43,0,510,43,0,2550,215,2765
81,DKH,0,0,0,0,552,0,0,552,0,0,2760,0,2760
24,Jaredsc,0,0,0,0,490,57,0,490,57,0,2450,285,2735
9,ArT,0,0,0,0,440,103,0,440,103,0,2200,515,2715
21,VASE,0,0,0,1,474,64,1,474,64,1,2370,320,2691
48,Lord Anibal,0,0,0,11,519,12,11,519,12,11,2595,60,2666
63,ZENZEY,0,0,0,0,528,5,0,528,5,0,2640,25,2665
41,DaisY,0,0,0,0,492,28,0,492,28,0,2460,140,2600
82,arcane,0,0,0,0,520,0,0,520,0,0,2600,0,2600
31,Schurke66,0,0,0,0,467,48,0,467,48,0,2335,240,2575
35,brokenjade,0,0,0,0,470,43,0,470,43,0,2350,215,2565
27,knyaz Elemag,0,0,0,5,447,54,5,447,54,5,2235,270,2510
84,Csapek,0,0,0,0,499,0,0,499,0,0,2495,0,2495
83,sir moque,0,0,0,0,499,0,0,499,0,0,2495,0,2495
50,Blackrainbow,0,0,0,1,485,10,1,485,10,1,2425,50,2476
22,Wareblade,0,0,0,0,429,62,0,429,62,0,2145,310,2455
69,L Mariscal,0,0,0,4,487,2,4,487,2,4,2435,10,2449
46,vampirewolfG,0,0,0,1,471,17,1,471,17,1,2355,85,2441
36,Mikey AlThor,0,0,0,2,415,43,2,415,43,2,2075,215,2292
49,TripleP,0,0,0,2,429,12,2,429,12,2,2145,60,2207
51,DIKEFALOS21,0,0,0,0,430,10,0,430,10,0,2150,50,2200
85,UhtredR,0,0,0,2,428,0,2,428,0,2,2140,0,2142
73,DownBubble,0,0,0,2,422,1,2,422,1,2,2110,5,2117
19,mirjan,0,0,0,0,317,66,0,317,66,0,1585,330,1915
70,Thos,0,0,0,2,335,2,2,335,2,2,1675,10,1687
52,Boss X,0,0,0,29,313,10,29,313,10,29,1565,50,1644
74,JuicyFuit,0,0,0,1,288,1,1,288,1,1,1440,5,1446
32,Dark Heartt,0,0,0,0,237,46,0,237,46,0,1185,230,1415
75,Eragon67,0,0,0,1,238,1,1,238,1,1,1190,5,1196
71,freeze3,0,0,0,0,225,2,0,225,2,0,1125,10,1135
59,FreyaMaiden,0,0,0,0,216,8,0,216,8,0,1080,40,1120
76,FaFnir,0,0,0,0,223,1,0,223,1,0,1115,5,1120
54,IronPrice,0,0,0,0,208,9,0,208,9,0,1040,45,1085
55,RMonn,0,0,0,0,207,9,0,207,9,0,1035,45,1080
56,Draakir,0,0,0,0,205,9,0,205,9,0,1025,45,1070
86,Alice Fart,0,0,0,0,211,0,0,211,0,0,1055,0,1055
45,Maverick,0,0,0,0,172,19,0,172,19,0,860,95,955
57,Freyyr,0,0,0,0,163,9,0,163,9,0,815,45,860
47,Odr,0,0,0,0,140,16,0,140,16,0,700,80,780
87,RoGue Prince,0,0,0,0,126,0,0,126,0,0,630,0,630
88,GooSE,0,0,0,0,124,0,0,124,0,0,620,0,620
67,Brooster,0,0,0,0,120,3,0,120,3,0,600,15,615
89,didialfeim,0,0,0,0,111,0,0,111,0,0,555,0,555
90,pembaa,0,0,0,0,51,0,0,51,0,0,255,0,255
91,Knakker,0,0,0,0,49,0,0,49,0,0,245,0,245
77,Omnos,0,0,0,0,40,1,0,40,1,0,200,5,205
