,Players,Prev4's,Prev5's,Prev6's,Cur4's,Cur5's,Cur6's,Inc4's,Inc5's,Inc6's,4@1point,5@5point,6@5point,total
34,Traksimus,0,268,55,0,291,57,0,23,2,0,115,10,125
92,SmallPants,0,31,0,0,56,0,0,25,0,0,125,0,125
44,komyc,2743,1623,29,2743,1646,30,0,23,1,0,115,5,120
87,KEVA MILEVA,0,167,0,0,191,0,0,24,0,0,120,0,120
13,Klaus Schnee,0,1183,150,0,1203,154,0,20,4,0,100,20,120
8,Wareblade,0,713,182,0,733,186,0,20,4,0,100,20,120
66,NotTodayMate,0,45,6,0,68,7,0,23,1,0,115,5,120
22,Blackrainbow,5,978,95,5,996,100,0,18,5,0,90,25,115
14,koddi,6,1153,149,6,1173,152,0,20,3,0,100,15,115
29,Draakir,0,731,69,0,754,69,0,23,0,0,115,0,115
31,Fyre,0,311,58,0,329,63,0,18,5,0,90,25,115
38,GEERT,868,1411,39,868,1432,41,0,21,2,0,105,10,115
84,Foxxy,3265,1558,0,3265,1581,0,0,23,0,0,115,0,115
88,zui,0,147,0,0,169,0,0,22,0,0,110,0,110
20,Maverick,0,671,116,0,691,118,0,20,2,0,100,10,110
30,RMonn,0,741,68,0,763,68,0,22,0,0,110,0,110
90,Sandra Lady,0,128,0,0,150,0,0,22,0,0,110,0,110
71,ANASTASIAs,0,124,4,0,145,5,0,21,1,0,105,5,110
60,malimiki,3449,1118,11,3449,1140,11,0,22,0,0,110,0,110
15,Kingsy D,3473,1367,144,3473,1385,148,0,18,4,0,90,20,110
58,Csapek,0,1071,10,0,1091,12,0,20,2,0,100,10,110
57,Sir Mogque,0,1071,10,0,1091,12,0,20,2,0,100,10,110
83,Liable1,0,82,1,0,104,1,0,22,0,0,110,0,110
79,Set Ral,0,0,0,0,20,2,0,20,2,0,100,10,110
78,IronPrice,0,27,2,0,48,2,0,21,0,0,105,0,105
85,SERHAT STARK,0,401,0,0,422,0,0,21,0,0,105,0,105
4,pikabooooo,954,901,218,954,919,221,0,18,3,0,90,15,105
94,jaegerss,0,28,0,0,49,0,0,21,0,0,105,0,105
77,sakis111,0,442,2,0,463,2,0,21,0,0,105,0,105
59,Lord Lesa,0,166,7,0,182,12,0,16,5,0,80,25,105
18,Duke Martin,2095,1382,129,2095,1402,130,0,20,1,0,100,5,105
70,ZENZEY,0,1165,5,0,1186,5,0,21,0,0,105,0,105
64,docente,1192,1377,8,1192,1398,8,0,21,0,0,105,0,105
25,Odr,3,562,76,3,577,82,0,15,6,0,75,30,105
52,Skipka,0,427,21,0,448,21,0,21,0,0,105,0,105
1,Lord Gitter,1251,1273,268,1251,1293,269,0,20,1,0,100,5,105
43,Milos Iva,0,106,26,0,122,31,0,16,5,0,80,25,105
33,FreyaMaiden,0,706,57,0,727,57,0,21,0,0,105,0,105
72,SFuRak,5836,1715,4,5836,1735,4,0,20,0,0,100,0,100
23,12M,1422,1121,81,1422,1136,86,0,15,5,0,75,25,100
27,SashaM,799,2099,76,799,2119,76,0,20,0,0,100,0,100
7,BuharaShroom,12,1040,186,12,1058,188,0,18,2,0,90,10,100
45,Lord Anibal,21,1111,30,21,1131,30,0,20,0,0,100,0,100
37,Freyyr,0,645,42,0,663,42,0,18,0,0,90,0,90
75,Mindaugyno,3,601,4,3,618,4,0,17,0,0,85,0,85
46,Daessa,0,500,28,0,515,30,0,15,2,0,75,10,85
89,Lilith Lilit,2,149,0,2,166,0,0,17,0,0,85,0,85
95,Zenturion,0,29,0,0,44,0,0,15,0,0,75,0,75
96,30PAH,0,29,0,0,44,0,0,15,0,0,75,0,75
56,buddha6366,845,1329,12,845,1335,12,0,6,0,0,30,0,30
61,Kaelthas27,3,841,10,3,841,10,0,0,0,0,0,0,0
