,Players,Prev4's,Prev5's,Prev6's,Cur4's,Cur5's,Cur6's,Inc4's,Inc5's,Inc6's,4@1point,5@5point,6@5point,total
82,Lord Lesa,0,0,0,0,25,2,0,25,2,0,125,10,135
76,Pori Junior,0,0,0,0,18,3,0,18,3,0,90,15,105
90,Lilith Lilit,0,0,0,0,21,0,0,21,0,0,105,0,105
91,KEVA MILEVA,0,0,0,0,19,0,0,19,0,0,95,0,95
92,zui,0,0,0,0,17,0,0,17,0,0,85,0,85
72,Milos Iva,0,0,0,0,11,4,0,11,4,0,55,20,75
93,Sandra Lady,0,0,0,0,14,0,0,14,0,0,70,0,70
94,jokke,0,0,0,0,10,0,0,10,0,0,50,0,50
95,Lord Frost,0,0,0,0,10,0,0,10,0,0,50,0,50
96,Red Star SRB,0,0,0,0,9,0,0,9,0,0,45,0,45
