Player,Curr4,Curr5,Curr_Score,Pre4,Pre5,Prev_Score,Inc_Score
Ebony Maw,2955,1479,7392.0,0,0,0,7392.0
HussyofWhips,1019,1915,6764.0,1019,1850,6569.0,195.0
Mikey AlThor,507,1970,6417.0,507,1926,6285.0,132.0
MorganKell,0,46,138.0,0,7,21.0,117.0
Theomore,10,38,124.0,0,6,18.0,106.0
Dark Asha,688,1276,4516.0,688,1242,4414.0,102.0
brokenjade,817,1642,5743.0,814,1610,5644.0,99.0
xLestat,1,371,1114.0,1,339,1018.0,96.0
EnchantressM,14,144,446.0,13,113,352.0,94.0
Rubein,105,1053,3264.0,105,1023,3174.0,90.0
fearless,642,311,1575.0,642,282,1488.0,87.0
HasturX,980,877,3611.0,980,848,3524.0,87.0
Munchies,649,163,1138.0,649,135,1054.0,84.0
ELENA,297,539,1914.0,297,511,1830.0,84.0
parthXD,1848,137,2259.0,1813,123,2182.0,77.0
Callouxs,192,15,237.0,148,4,160.0,77.0
arcane,3613,233,4312.0,3603,211,4236.0,76.0
Karlosas,83,0,83.0,7,0,7.0,76.0
Cassana,142,0,142.0,66,0,66.0,76.0
Lala TheGrey,0,369,1107.0,0,344,1032.0,75.0
QuickSiLver,1059,0,1059.0,986,0,986.0,73.0
WRONG TURN,2813,27,2894.0,2743,26,2821.0,73.0
imPIOus,1920,87,2181.0,1847,87,2108.0,73.0
17Palad1nOnm,4,227,685.0,4,203,613.0,72.0
BRUTALES,214,829,2701.0,214,805,2629.0,72.0
Professor X,962,0,962.0,891,0,891.0,71.0
SlackOfDoom,1461,558,3135.0,1448,539,3065.0,70.0
DeathDealerV,28,384,1180.0,28,361,1111.0,69.0
SpanishFly,2000,363,3089.0,2000,340,3020.0,69.0
ThomasShelbY,316,327,1297.0,316,304,1228.0,69.0
ArT,468,1197,4059.0,468,1174,3990.0,69.0
freeze3,2858,1,2861.0,2789,1,2792.0,69.0
Vhaera Black,314,316,1262.0,314,293,1193.0,69.0
NEBULA,2771,525,4346.0,2771,502,4277.0,69.0
WiTchKing,977,0,977.0,908,0,908.0,69.0
Borutatos,33,95,318.0,27,74,249.0,69.0
Cromwell 1,3029,54,3191.0,2961,54,3123.0,68.0
DIKEFALOS21,19,242,745.0,15,221,678.0,67.0
Gunnarr716,47,10,77.0,10,0,10.0,67.0
Zobhard,551,269,1358.0,541,250,1291.0,67.0
GrimReaPer,1901,334,2903.0,1901,312,2837.0,66.0
Baji Keisuke,115,440,1435.0,115,418,1369.0,66.0
Tom CatZ,17,358,1091.0,17,336,1025.0,66.0
dingleberry,8,1024,3080.0,8,1002,3014.0,66.0
KAWO,900,393,2079.0,900,371,2013.0,66.0
valkyria,844,397,2035.0,844,375,1969.0,66.0
DarkLord Dan,2474,406,3692.0,2474,384,3626.0,66.0
MariaZoe,3,90,273.0,3,68,207.0,66.0
ODYSSEAS,2552,334,3554.0,2534,318,3488.0,66.0
DETH,511,23,580.0,485,10,515.0,65.0
knyaz Elemag,549,403,1758.0,549,382,1695.0,63.0
CastleFarmer,3477,17,3528.0,3435,10,3465.0,63.0
asparuhdo,1149,412,2385.0,1149,391,2322.0,63.0
Schurke66,0,112,336.0,0,91,273.0,63.0
CerberusS,3328,106,3646.0,3265,106,3583.0,63.0
HELLCAT,1,404,1213.0,1,383,1150.0,63.0
Bloodfighter,104,0,104.0,41,0,41.0,63.0
Aaron2000,104,74,326.0,92,57,263.0,63.0
Cloud Strife,3868,0,3868.0,3805,0,3805.0,63.0
TripleP,21,16,69.0,8,0,8.0,61.0
Lady aurora,1,370,1111.0,1,350,1051.0,60.0
Blackrainbow,895,900,3595.0,895,880,3535.0,60.0
ZaKi,916,1,919.0,856,1,859.0,60.0
volo,31,403,1240.0,31,383,1180.0,60.0
Omnos,180,174,702.0,174,156,642.0,60.0
RaisingD,1464,250,2214.0,1464,230,2154.0,60.0
jaredsc,9,25,84.0,0,8,24.0,60.0
ROMEOKTON,2026,337,3037.0,2026,317,2977.0,60.0
DraConiS,2688,164,3180.0,2656,155,3121.0,59.0
Avalonati,1822,268,2626.0,1814,251,2567.0,59.0
DKH,63,0,63.0,4,0,4.0,59.0
Argeade 88,1784,40,1904.0,1726,40,1846.0,58.0
DaisY,2,238,716.0,2,219,659.0,57.0
swordss,508,418,1762.0,508,399,1705.0,57.0
Hoba,689,0,689.0,632,0,632.0,57.0
Fantom elite,18,56,186.0,11,40,131.0,55.0
MacGG,7,402,1213.0,7,384,1159.0,54.0
Lady Tay,1,351,1054.0,1,333,1000.0,54.0
NHL,550,507,2071.0,550,490,2020.0,51.0
Cormund,2140,536,3748.0,2140,520,3700.0,48.0
How2Play,12,289,879.0,12,274,834.0,45.0
Kaison Baby,668,705,2783.0,668,690,2738.0,45.0
ShudaBubbled,0,91,273.0,0,77,231.0,42.0
Lord Rufus,346,297,1237.0,346,284,1198.0,39.0
The Spikerer,652,1155,4117.0,652,1143,4081.0,36.0
king kira,508,10,538.0,477,10,507.0,31.0
AHEGON,30,0,30.0,0,0,0,30.0
GOPI,15,5,30.0,2,0,2.0,28.0
DownBubble,15,4,27.0,0,0,0,27.0
Kim sSeok,1058,19,1115.0,1032,19,1089.0,26.0
cpl Thanos,988,676,3016.0,988,669,2995.0,21.0
Stiele,407,201,1010.0,389,201,992.0,18.0
IRON Red,6,5,21.0,0,1,3.0,18.0
MACACS CH,3,0,3.0,0,0,0,3.0
Toniintro,1,0,1.0,0,0,0,1.0
cerveau lent,2832,581,4575.0,2832,581,4575.0,0.0
Adaere,0,0,0.0,0,0,0,0.0
brokenjade01,0,0,0.0,0,0,0,0.0
Hohonok,19,950,2869.0,19,950,2869.0,0.0
Total,,,183266.00,,,169805.00,13461.00
