,Players,Prev4's,Prev5's,Prev6's,Cur4's,Cur5's,Cur6's,Inc4's,Inc5's,Inc6's,4@1point,5@5point,6@5point,total
0,Miga,0,0,0,2553,3178,486,2553,3178,486,2553,15890,2430,20873
36,Maras1226,0,0,0,1660,2393,137,1660,2393,137,1660,11965,685,14310
1,Lady EoStark,0,0,0,134,2103,450,134,2103,450,134,10515,2250,12899
71,Ulric,0,0,0,0,2560,11,0,2560,11,0,12800,55,12855
30,Laura666,0,0,0,1610,1999,215,1610,1999,215,1610,9995,1075,12680
86,Flzz,0,0,0,0,2534,0,0,2534,0,0,12670,0,12670
12,Airplane,0,0,0,855,2033,288,855,2033,288,855,10165,1440,12460
61,Steph Yap,0,0,0,285,2364,16,285,2364,16,285,11820,80,12185
87,SandStormNyx,0,0,0,1,2271,0,1,2271,0,1,11355,0,11356
4,Tidaof2,0,0,0,340,1707,357,340,1707,357,340,8535,1785,10660
38,Peacekeep,0,0,0,1,1997,134,1,1997,134,1,9985,670,10656
6,Andir1981,0,0,0,9,1761,332,9,1761,332,9,8805,1660,10474
31,PRICAST,0,0,0,22,1851,213,22,1851,213,22,9255,1065,10342
23,lord joja,0,0,0,645,1688,234,645,1688,234,645,8440,1170,10255
7,Steleor,0,0,0,41,1719,319,41,1719,319,41,8595,1595,10231
53,Kawa176,0,0,0,1323,1656,33,1323,1656,33,1323,8280,165,9768
3,Dearon,0,0,0,0,1548,377,0,1548,377,0,7740,1885,9625
26,LAKMAL,0,0,0,12,1631,226,12,1631,226,12,8155,1130,9297
55,Decapiteur,0,0,0,0,1792,30,0,1792,30,0,8960,150,9110
22,DrEnane,0,0,0,397,1507,235,397,1507,235,397,7535,1175,9107
88,AhsokaaTano,0,0,0,2,1776,0,2,1776,0,2,8880,0,8882
15,Venomektra,0,0,0,0,1477,260,0,1477,260,0,7385,1300,8685
48,Pauin,0,0,0,1,1673,45,1,1673,45,1,8365,225,8591
10,Lady Patt,0,0,0,1,1349,300,1,1349,300,1,6745,1500,8246
19,ksdall,0,0,0,8,1405,242,8,1405,242,8,7025,1210,8243
52,Georgecelbun,0,0,0,5,1609,34,5,1609,34,5,8045,170,8220
34,Covya,0,0,0,0,1489,151,0,1489,151,0,7445,755,8200
25,SHAKHAL,0,0,0,0,1411,228,0,1411,228,0,7055,1140,8195
24,Aaron2000,0,0,0,0,1397,232,0,1397,232,0,6985,1160,8145
69,Queen Naerys,0,0,0,1,1605,12,1,1605,12,1,8025,60,8086
89,Witchiepoo,0,0,0,1,1587,0,1,1587,0,1,7935,0,7936
5,Dakarshur,0,0,0,62,1228,335,62,1228,335,62,6140,1675,7877
9,loonymonster,0,0,0,259,1178,308,259,1178,308,259,5890,1540,7689
90,Dream Holly,0,0,0,0,1503,0,0,1503,0,0,7515,0,7515
20,sirjoker,0,0,0,0,1252,238,0,1252,238,0,6260,1190,7450
91,Batailleur,0,0,0,228,1417,0,228,1417,0,228,7085,0,7313
21,Orval,0,0,0,1,1209,238,1,1209,238,1,6045,1190,7236
28,Charlot52,0,0,0,131,1173,224,131,1173,224,131,5865,1120,7116
64,LadyDragonia,0,0,0,120,1348,15,120,1348,15,120,6740,75,6935
92,00 Yama Oo,0,0,0,1,1376,0,1,1376,0,1,6880,0,6881
39,Zathur,0,0,0,0,1239,126,0,1239,126,0,6195,630,6825
8,Arcmire,0,0,0,0,1038,317,0,1038,317,0,5190,1585,6775
11,Kleinaber,0,0,0,121,1034,292,121,1034,292,121,5170,1460,6751
67,bigme1979por,0,0,0,3,1263,13,3,1263,13,3,6315,65,6383
2,HOcus POcus,0,0,0,0,889,380,0,889,380,0,4445,1900,6345
16,PANIC,0,0,0,0,950,258,0,950,258,0,4750,1290,6040
29,Lord Tealc,0,0,0,0,954,221,0,954,221,0,4770,1105,5875
13,CoOkie,0,0,0,0,883,283,0,883,283,0,4415,1415,5830
17,Blu3Angel,0,0,0,1,840,256,1,840,256,1,4200,1280,5481
27,SnowyWhite,0,0,0,7,852,226,7,852,226,7,4260,1130,5397
14,Miltiades,0,0,0,0,788,273,0,788,273,0,3940,1365,5305
43,TawysStar,0,0,0,4,901,74,4,901,74,4,4505,370,4879
35,Raimund,0,0,0,0,814,141,0,814,141,0,4070,705,4775
44,IRON BOY,0,0,0,0,885,66,0,885,66,0,4425,330,4755
33,Raf Rafalski,0,0,0,0,770,167,0,770,167,0,3850,835,4685
18,Sir Derp,0,0,0,0,666,245,0,666,245,0,3330,1225,4555
82,LARISSA,0,0,0,0,850,3,0,850,3,0,4250,15,4265
56,Mugatu,0,0,0,4,792,30,4,792,30,4,3960,150,4114
41,Amarilus,0,0,0,1,692,84,1,692,84,1,3460,420,3881
42,BlazeEmperor,0,0,0,0,661,81,0,661,81,0,3305,405,3710
45,Misiol69,0,0,0,0,611,66,0,611,66,0,3055,330,3385
59,1ZKA,0,0,0,0,652,22,0,652,22,0,3260,110,3370
32,EsteBan,0,0,0,0,438,211,0,438,211,0,2190,1055,3245
57,Avari Noldor,0,0,0,0,534,30,0,534,30,0,2670,150,2820
37,Bluffing,0,0,0,0,427,136,0,427,136,0,2135,680,2815
40,ScreenShot,0,0,0,0,447,102,0,447,102,0,2235,510,2745
85,Nelne,0,0,0,0,522,2,0,522,2,0,2610,10,2620
54,Daeneris,0,0,0,1,435,31,1,435,31,1,2175,155,2331
47,brokenjade,0,0,0,0,410,51,0,410,51,0,2050,255,2305
74,Phall,0,0,0,0,439,10,0,439,10,0,2195,50,2245
58,Marvel GR,0,0,0,0,345,30,0,345,30,0,1725,150,1875
49,MADTARAS,0,0,0,0,329,45,0,329,45,0,1645,225,1870
