,Players,Prev4's,Prev5's,Prev6's,Cur4's,Cur5's,Cur6's,Inc4's,Inc5's,Inc6's,4@1point,5@5point,6@5point,total
77,THE K) BOOM,0,0,0,0,352,8,0,352,8,0,1760,40,1800
50,Asenal,0,0,0,0,307,40,0,307,40,0,1535,200,1735
93,Dragord,0,0,0,0,335,0,0,335,0,0,1675,0,1675
62,OwlLittle,0,0,0,0,315,16,0,315,16,0,1575,80,1655
94,Chiasa,0,0,0,50,302,0,50,302,0,50,1510,0,1560
46,PrinceRakeem,0,0,0,0,248,57,0,248,57,0,1240,285,1525
63,TonTon13,0,0,0,0,271,16,0,271,16,0,1355,80,1435
83,Peugeot,0,0,0,0,257,3,0,257,3,0,1285,15,1300
76,The Exorcist,0,0,0,0,243,9,0,243,9,0,1215,45,1260
51,Stormshadow1,0,0,0,1,178,40,1,178,40,1,890,200,1091
79,Batranu,0,0,0,0,155,7,0,155,7,0,775,35,810
81,TitiBlueEyes,0,0,0,0,158,4,0,158,4,0,790,20,810
60,Antares699,0,0,0,0,132,17,0,132,17,0,660,85,745
95,Randara,0,0,0,0,118,0,0,118,0,0,590,0,590
96,villenmerth,0,0,0,0,97,0,0,97,0,0,485,0,485
72,M1If Hunter,0,0,0,0,84,11,0,84,11,0,420,55,475
75,Bobwire,0,0,0,0,85,10,0,85,10,0,425,50,475
68,Lekastrup,0,0,0,0,76,13,0,76,13,0,380,65,445
65,Andy83,0,0,0,0,68,14,0,68,14,0,340,70,410
70,carlish,0,0,0,0,67,12,0,67,12,0,335,60,395
66,Aadarsh,0,0,0,0,64,14,0,64,14,0,320,70,390
84,AryyellE,0,0,0,0,73,3,0,73,3,0,365,15,380
73,TryTon,0,0,0,0,63,11,0,63,11,0,315,55,370
78,Lord Adaam,0,0,0,0,59,8,0,59,8,0,295,40,335
80,elaena,0,0,0,0,50,6,0,50,6,0,250,30,280
97,LucyFire,0,0,0,0,16,0,0,16,0,0,80,0,80
98,tsolo,0,0,0,0,9,0,0,9,0,0,45,0,45
