,Players,Prev4's,Prev5's,Prev6's,Cur4's,Cur5's,Cur6's,Inc4's,Inc5's,Inc6's,4@1point,5@5point,6@5point,total
73,HussyofWhips,0,0,0,1019,2247,4,1019,2247,4,1019,11235,20,12274
27,Mikey AlThor,0,0,0,507,2281,10,507,2281,10,507,11405,50,11962
6,brokenjade,0,0,0,819,1917,1,819,1917,1,819,9585,5,10409
63,Dark Asha,0,0,0,688,1551,11,688,1551,11,688,7755,55,8498
36,ArT,0,0,0,469,1361,7,469,1361,7,469,6805,35,7309
13,Rubein,0,0,0,105,1276,3,105,1276,3,105,6380,15,6500
3,Blackrainbow,0,0,0,901,1078,0,901,1078,0,901,5390,0,6291
30,HasturX,0,0,0,984,1035,0,984,1035,0,984,5175,0,6159
40,dingleberry,0,0,0,8,1222,0,8,1222,0,8,6110,0,6118
47,Cormund,0,0,0,2151,711,12,2151,711,12,2151,3555,60,5766
33,arcane,0,0,0,3657,415,0,3657,415,0,3657,2075,0,5732
67,DarkLord Dan,0,0,0,2474,596,0,2474,596,0,2474,2980,0,5454
42,BRUTALES,0,0,0,214,1012,0,214,1012,0,214,5060,0,5274
68,SlackOfDoom,0,0,0,1551,703,12,1551,703,12,1551,3515,60,5126
75,ODYSSEAS,0,0,0,2756,440,0,2756,440,0,2756,2200,0,4956
61,CerberusS,0,0,0,3580,210,0,3580,210,0,3580,1050,0,4630
19,SpanishFly,0,0,0,2000,499,0,2000,499,0,2000,2495,0,4495
5,GrimReaPer,0,0,0,1901,486,0,1901,486,0,1901,2430,0,4331
39,DraConiS,0,0,0,3001,252,0,3001,252,0,3001,1260,0,4261
84,NHL,0,0,0,551,719,13,551,719,13,551,3595,65,4211
51,Un name,0,0,0,1149,601,0,1149,601,0,1149,3005,0,4154
70,ELENA,0,0,0,298,769,2,298,769,2,298,3845,10,4153
9,Cromwell 1,0,0,0,3447,100,0,3447,100,0,3447,500,0,3947
41,KAWO,0,0,0,901,578,11,901,578,11,901,2890,55,3846
43,Avalonati,0,0,0,1846,390,0,1846,390,0,1846,1950,0,3796
48,freeze3,0,0,0,3029,140,0,3029,140,0,3029,700,0,3729
44,valkyria,0,0,0,844,567,3,844,567,3,844,2835,15,3694
8,WRONG TURN,0,0,0,3444,29,3,3444,29,3,3444,145,15,3604
31,knyaz Elemag,0,0,0,550,590,0,550,590,0,550,2950,0,3500
21,xLestat,0,0,0,1,698,0,1,698,0,1,3490,0,3491
66,swordss,0,0,0,512,578,2,512,578,2,512,2890,10,3412
7,Baji Keisuke,0,0,0,123,622,0,123,622,0,123,3110,0,3233
12,fearless,0,0,0,642,512,0,642,512,0,642,2560,0,3202
76,parthXD,0,0,0,2167,200,1,2167,200,1,2167,1000,5,3172
72,HELLCAT,0,0,0,6,594,8,6,594,8,6,2970,40,3016
49,Lala TheGrey,0,0,0,0,573,11,0,573,11,0,2865,55,2920
25,ThomasShelbY,0,0,0,316,511,0,316,511,0,316,2555,0,2871
35,Tom CatZ,0,0,0,17,541,0,17,541,0,17,2705,0,2722
78,Argeade 88,0,0,0,2117,114,0,2117,114,0,2117,570,0,2687
