,Players,Prev4's,Prev5's,Prev6's,Cur4's,Cur5's,Cur6's,Inc4's,Inc5's,Inc6's,4@1point,5@5point,6@5point,total
37,blackThorn,0,988,123,0,1010,129,0,22,6,0,110,30,140
25,Orval,1,961,193,1,984,198,0,23,5,0,115,25,140
39,Lord Adaam,1,929,102,1,953,106,0,24,4,0,120,20,140
74,Crispus,0,1269,8,0,1296,8,0,27,0,0,135,0,135
38,Peacekeep,1,1755,104,1,1776,109,0,21,5,0,105,25,130
28,Covya,0,1005,195,0,1030,196,0,25,1,0,125,5,130
83,Peugeot,0,19,2,0,44,3,0,25,1,0,125,5,130
93,Witchiepoo,1,1313,0,1,1338,0,0,25,0,0,125,0,125
42,Gobe,0,308,84,0,328,89,0,20,5,0,100,25,125
10,Kleinaber,121,869,258,121,890,262,0,21,4,0,105,20,125
55,Georgecelbun,5,1330,30,5,1354,31,0,24,1,0,120,5,125
75,outiny,98,1225,7,98,1250,7,0,25,0,0,125,0,125
77,Stormshadow1,1,6,2,1,27,6,0,21,4,0,105,20,125
31,Charlot52,131,965,193,131,990,193,0,25,0,0,125,0,125
98,THE K] BOOM,0,0,0,0,24,0,0,24,0,0,120,0,120
61,Bobwire,0,122,20,0,142,24,0,20,4,0,100,20,120
59,Mugatu,4,467,26,4,490,27,0,23,1,0,115,5,120
54,Kawa176,1323,1514,32,1323,1538,32,0,24,0,0,120,0,120
7,Steleor,41,1524,280,41,1543,285,0,19,5,0,95,25,120
36,Raf Rafalski,0,572,129,0,591,134,0,19,5,0,95,25,120
23,DrEnane,397,1312,198,397,1332,202,0,20,4,0,100,20,120
49,Amarilus,1,535,67,1,557,68,0,22,1,0,110,5,115
68,AryyellE,0,39,12,0,58,16,0,19,4,0,95,20,115
70,LadyDragonia,120,1138,13,120,1161,13,0,23,0,0,115,0,115
15,PANIC,0,752,222,0,770,227,0,18,5,0,90,25,115
63,PrinceRakeem,0,78,18,0,97,22,0,19,4,0,95,20,115
3,HOcus POcus,0,695,329,0,712,335,0,17,6,0,85,30,115
64,Asenal,0,94,19,0,115,20,0,21,1,0,105,5,110
8,loonymonster,259,993,271,259,1011,275,0,18,4,0,90,20,110
94,Batailleur,228,1211,0,228,1232,0,0,21,0,0,105,0,105
84,LARISSA,0,656,2,0,677,2,0,21,0,0,105,0,105
86,Khaeli,0,0,0,0,20,1,0,20,1,0,100,5,105
47,ScreenShot,0,290,67,0,306,72,0,16,5,0,80,25,105
71,bigme1979por,3,1064,13,3,1085,13,0,21,0,0,105,0,105
97,Chiasa,50,87,0,50,108,0,0,21,0,0,105,0,105
45,haf,0,272,75,0,288,79,0,16,4,0,80,20,100
14,Airplane,853,1790,233,853,1805,238,0,15,5,0,75,25,100
40,Bluffing,0,282,95,0,298,99,0,16,4,0,80,20,100
29,Lord Tealc,0,772,193,0,788,196,0,16,3,0,80,15,95
18,Blu3Angel,0,694,210,0,706,217,0,12,7,0,60,35,95
62,PierdeTimp,0,154,22,0,171,23,0,17,1,0,85,5,90
20,Sir Derp,0,519,211,0,533,214,0,14,3,0,70,15,85
65,coni,0,495,17,0,512,17,0,17,0,0,85,0,85
87,TryTon,0,0,0,1,15,1,1,15,1,1,75,5,81
5,Andir1981,9,1442,294,9,1454,297,0,12,3,0,60,15,75
27,EsteBan,0,297,196,0,310,197,0,13,1,0,65,5,70
21,lord joja,645,1515,203,645,1522,208,0,7,5,0,35,25,60
30,SnowyWhite,7,743,189,7,749,194,0,6,5,0,30,25,55
6,Dakarshur,62,997,287,62,1001,292,0,4,5,0,20,25,45
88,Crooner,0,0,0,0,7,1,0,7,1,0,35,5,40
12,CoOkie,0,805,249,0,808,252,0,3,3,0,15,15,30
13,Miltiades,0,653,240,0,654,240,0,1,0,0,5,0,5
