,Players,Prev4's,Prev5's,Prev6's,Cur4's,Cur5's,Cur6's,Inc4's,Inc5's,Inc6's,4@1point,5@5point,6@5point,total
61,ZENZEY,0,0,0,0,823,5,0,823,5,0,4115,25,4140
7,ArT,0,0,0,0,657,158,0,657,158,0,3285,790,4075
78,arcane,0,0,0,0,794,1,0,794,1,0,3970,5,3975
45,vampirewolfG,0,0,0,1,768,21,1,768,21,1,3840,105,3946
58,Csapek,0,0,0,0,757,6,0,757,6,0,3785,30,3815
59,Sir Mogque,0,0,0,0,756,6,0,756,6,0,3780,30,3810
46,Blackrainbow,0,0,0,4,728,20,4,728,20,4,3640,100,3744
79,Alice Fart,0,0,0,0,711,1,0,711,1,0,3555,5,3560
88,UhtredR,0,0,0,2,704,0,2,704,0,2,3520,0,3522
80,DownBubble,0,0,0,2,688,1,2,688,1,2,3440,5,3447
43,TripleP,0,0,0,2,635,23,2,635,23,2,3175,115,3292
51,didialfeim,0,0,0,0,637,12,0,637,12,0,3185,60,3245
15,mirjan,0,0,0,10,509,117,10,509,117,10,2545,585,3140
16,Wareblade,0,0,0,0,509,113,0,509,113,0,2545,565,3110
62,Thos,0,0,0,2,604,5,2,604,5,2,3020,25,3047
47,Boss X,0,0,0,49,553,20,49,553,20,49,2765,100,2914
70,Eragon67,0,0,0,1,524,2,1,524,2,1,2620,10,2631
81,FaFnir,0,0,0,0,514,1,0,514,1,0,2570,5,2575
71,freeze3,0,0,0,0,489,2,0,489,2,0,2445,10,2455
40,RMonn,0,0,0,0,443,30,0,443,30,0,2215,150,2365
37,Draakir,0,0,0,0,440,32,0,440,32,0,2200,160,2360
39,IronPrice,0,0,0,0,439,31,0,439,31,0,2195,155,2350
38,FreyaMaiden,0,0,0,0,428,32,0,428,32,0,2140,160,2300
72,tiddabeth,0,0,0,0,456,2,0,456,2,0,2280,10,2290
31,Maverick,0,0,0,0,389,55,0,389,55,0,1945,275,2220
48,Brooster,0,0,0,0,417,15,0,417,15,0,2085,75,2160
42,Freyyr,0,0,0,0,379,24,0,379,24,0,1895,120,2015
89,RoGue Prince,0,0,0,0,374,0,0,374,0,0,1870,0,1870
82,GooSE,0,0,0,0,364,1,0,364,1,0,1820,5,1825
35,Odr,0,0,0,2,314,37,2,314,37,2,1570,185,1757
67,pembaa,0,0,0,0,318,4,0,318,4,0,1590,20,1610
44,AHEGON,0,0,0,0,241,23,0,241,23,0,1205,115,1320
83,Mindaugyno,0,0,0,2,258,1,2,258,1,2,1290,5,1297
73,Kaelthas27,0,0,0,3,226,2,3,226,2,3,1130,10,1143
54,Daessa,0,0,0,0,210,9,0,210,9,0,1050,45,1095
60,Omnos,0,0,0,0,189,6,0,189,6,0,945,30,975
90,sakis111,0,0,0,0,115,0,0,115,0,0,575,0,575
74,Skipka,0,0,0,0,110,2,0,110,2,0,550,10,560
49,S4TN4AM1R,0,0,0,0,94,14,0,94,14,0,470,70,540
91,SERHAT STARK,0,0,0,0,78,0,0,78,0,0,390,0,390
63,Beha,0,0,0,0,58,5,0,58,5,0,290,25,315
84,Pori Junior,0,0,0,0,25,1,0,25,1,0,125,5,130
85,ANASTASIAs,0,0,0,0,18,1,0,18,1,0,90,5,95
75,trevers,0,0,0,0,2,2,0,2,2,0,10,10,20
76,SireMuch,0,0,0,4,1,2,4,1,2,4,5,10,19
92,Fyre,0,0,0,0,3,0,0,3,0,0,15,0,15
86,jaegerss,0,0,0,0,1,1,0,1,1,0,5,5,10
93,Casca Black,0,0,0,0,1,0,0,1,0,0,5,0,5
94,LalaAP2,0,0,0,0,0,0,0,0,0,0,0,0,0
95,Encanto,0,0,0,0,0,0,0,0,0,0,0,0,0
96,00 JOSIE 00,0,0,0,0,0,0,0,0,0,0,0,0,0
97,bj00,0,0,0,0,0,0,0,0,0,0,0,0,0
98,GittersVille,0,0,0,0,0,0,0,0,0,0,0,0,0
