,Players,Prev4's,Prev5's,Prev6's,Cur4's,Cur5's,Cur6's,Inc4's,Inc5's,Inc6's,4@1point,5@5point,6@5point,total
70,HussyofWhips,0,0,0,1019,2281,5,1019,2281,5,1019,11405,25,12449
25,Mikey AlThor,0,0,0,507,2322,13,507,2322,13,507,11610,65,12182
5,brokenjade,0,0,0,819,1928,7,819,1928,7,819,9640,35,10494
60,Dark Asha,0,0,0,688,1572,15,688,1572,15,688,7860,75,8623
34,ArT,0,0,0,470,1373,9,470,1373,9,470,6865,45,7380
12,Rubein,0,0,0,105,1303,4,105,1303,4,105,6515,20,6640
2,Blackrainbow,0,0,0,901,1095,0,901,1095,0,901,5475,0,6376
38,dingleberry,0,0,0,8,1246,0,8,1246,0,8,6230,0,6238
28,HasturX,0,0,0,984,1035,0,984,1035,0,984,5175,0,6159
46,Cormund,0,0,0,2151,731,15,2151,731,15,2151,3655,75,5881
31,arcane,0,0,0,3657,436,0,3657,436,0,3657,2180,0,5837
64,DarkLord Dan,0,0,0,2474,615,0,2474,615,0,2474,3075,0,5549
40,BRUTALES,0,0,0,214,1027,1,214,1027,1,214,5135,5,5354
65,SlackOfDoom,0,0,0,1551,718,15,1551,718,15,1551,3590,75,5216
72,ODYSSEAS,0,0,0,2756,440,0,2756,440,0,2756,2200,0,4956
59,CerberusS,0,0,0,3580,235,0,3580,235,0,3580,1175,0,4755
18,SpanishFly,0,0,0,2000,520,0,2000,520,0,2000,2600,0,4600
4,GrimReaPer,0,0,0,1901,505,0,1901,505,0,1901,2525,0,4426
37,DraConiS,0,0,0,3001,274,0,3001,274,0,3001,1370,0,4371
81,NHL,0,0,0,551,734,19,551,734,19,551,3670,95,4316
67,ELENA,0,0,0,298,790,3,298,790,3,298,3950,15,4263
50,Un name,0,0,0,1149,621,1,1149,621,1,1149,3105,5,4259
8,Cromwell 1,0,0,0,3447,121,0,3447,121,0,3447,605,0,4052
39,KAWO,0,0,0,901,591,15,901,591,15,901,2955,75,3931
41,Avalonati,0,0,0,1846,408,0,1846,408,0,1846,2040,0,3886
47,freeze3,0,0,0,3029,161,0,3029,161,0,3029,805,0,3834
43,valkyria,0,0,0,844,581,3,844,581,3,844,2905,15,3764
7,WRONG TURN,0,0,0,3517,29,3,3517,29,3,3517,145,15,3677
29,knyaz Elemag,0,0,0,551,612,0,551,612,0,551,3060,0,3611
19,xLestat,0,0,0,1,719,2,1,719,2,1,3595,10,3606
63,swordss,0,0,0,512,587,6,512,587,6,512,2935,30,3477
6,Baji Keisuke,0,0,0,123,640,0,123,640,0,123,3200,0,3323
11,fearless,0,0,0,642,533,0,642,533,0,642,2665,0,3307
73,parthXD,0,0,0,2177,213,3,2177,213,3,2177,1065,15,3257
69,HELLCAT,0,0,0,6,605,10,6,605,10,6,3025,50,3081
48,Lala TheGrey,0,0,0,0,586,16,0,586,16,0,2930,80,3010
23,ThomasShelbY,0,0,0,316,529,0,316,529,0,316,2645,0,2961
75,Argeade 88,0,0,0,2117,140,0,2117,140,0,2117,700,0,2817
33,Tom CatZ,0,0,0,17,559,0,17,559,0,17,2795,0,2812
83,Zobhard,0,0,0,589,423,0,589,423,0,589,2115,0,2704
32,MacGG,0,0,0,17,533,2,17,533,2,17,2665,10,2692
0,17palad1nonm,0,0,0,15,512,0,15,512,0,15,2560,0,2575
9,DIKEFALOS21,0,0,0,37,451,2,37,451,2,37,2255,10,2302
45,DaisY,0,0,0,3,456,2,3,456,2,3,2280,10,2293
57,DwitManfredi,0,0,0,29,444,0,29,444,0,29,2220,0,2249
17,Lord Rufus,0,0,0,346,380,0,346,380,0,346,1900,0,2246
27,MorganKell,0,0,0,0,431,8,0,431,8,0,2155,40,2195
1,QuickSiLver,0,0,0,1457,105,14,1457,105,14,1457,525,70,2052
74,WiTchKing,0,0,0,1387,114,10,1387,114,10,1387,570,50,2007
86,Professor X,0,0,0,1385,106,10,1385,106,10,1385,530,50,1965
24,Omnos,0,0,0,270,328,0,270,328,0,270,1640,0,1910
30,Theomore,0,0,0,11,347,24,11,347,24,11,1735,120,1866
44,Munchies,0,0,0,651,221,0,651,221,0,651,1105,0,1756
13,ZaKi,0,0,0,1374,72,1,1374,72,1,1374,360,5,1739
56,Schurke66,0,0,0,0,322,12,0,322,12,0,1610,60,1670
52,Stiele,0,0,0,535,201,12,535,201,12,535,1005,60,1600
84,Borutatos,0,0,0,48,296,3,48,296,3,48,1480,15,1543
71,Kim sSeok,0,0,0,1216,38,0,1216,38,0,1216,190,0,1406
88,Hoba,0,0,0,1114,41,0,1114,41,0,1114,205,0,1319
53,king kira,0,0,0,629,130,5,629,130,5,629,650,25,1304
78,Fantom elite,0,0,0,40,224,0,40,224,0,40,1120,0,1160
21,TripleP,0,0,0,42,220,1,42,220,1,42,1100,5,1147
54,Gunnarr716,0,0,0,144,199,1,144,199,1,144,995,5,1144
36,Karlosas,0,0,0,512,119,5,512,119,5,512,595,25,1132
20,ShudaBubbled,0,0,0,1,222,3,1,222,3,1,1110,15,1126
49,jaredsc,0,0,0,28,205,11,28,205,11,28,1025,55,1108
55,VASE,0,0,0,0,169,5,0,169,5,0,845,25,870
15,DownBubble,0,0,0,121,142,0,121,142,0,121,710,0,831
82,DKH,0,0,0,499,65,0,499,65,0,499,325,0,824
77,Darkn3sS,0,0,0,3,143,1,3,143,1,3,715,5,723
85,ANAXIMANDROS,0,0,0,15,131,10,15,131,10,15,655,50,720
61,keilan,0,0,0,322,66,1,322,66,1,322,330,5,657
16,BabaVoSs,0,0,0,228,71,1,228,71,1,228,355,5,588
58,Shumail,0,0,0,100,81,0,100,81,0,100,405,0,505
87,Voidas,0,0,0,114,64,1,114,64,1,114,320,5,439
80,IRON Red,0,0,0,40,77,0,40,77,0,40,385,0,425
3,wight 71,0,0,0,112,61,0,112,61,0,112,305,0,417
35,GOPI,0,0,0,135,50,0,135,50,0,135,250,0,385
76,EnchantressM,0,0,0,0,75,0,0,75,0,0,375,0,375
68,MariaZoe,0,0,0,0,68,0,0,68,0,0,340,0,340
66,AHEGON,0,0,0,0,55,0,0,55,0,0,275,0,275
10,Toniintro,0,0,0,100,31,3,100,31,3,100,155,15,270
62,Ghost Oz,0,0,0,116,27,0,116,27,0,116,135,0,251
26,Joehaerys I,0,0,0,1,47,0,1,47,0,1,235,0,236
51,vampirewolfG,0,0,0,0,9,2,0,9,2,0,45,10,55
22,LUCKY STRIKE,0,0,0,14,0,0,14,0,0,14,0,0,14
14,brokenjade01,0,0,0,0,1,0,0,1,0,0,5,0,5
42,Lady Taipan,0,0,0,0,1,0,0,1,0,0,5,0,5
79,ANAXIM1,0,0,0,1,0,0,1,0,0,1,0,0,1
