Player,Curr4,Curr5,Curr_Score,Pre4,Pre5,Prev_Score,Inc_Score
Mikey AlThor,507,1926,6285.0,507,1839,6024.0,261.0
HussyofWhips,1019,1850,6569.0,1019,1775,6344.0,225.0
Dark Asha,688,1242,4414.0,688,1171,4201.0,213.0
brokenjade,814,1610,5644.0,814,1550,5464.0,180.0
CastleFarmer,3435,10,3465.0,3259,10,3289.0,176.0
xLestat,1,339,1018.0,1,285,856.0,162.0
ELENA,297,511,1830.0,291,460,1671.0,159.0
Callouxs,148,4,160.0,5,0,5.0,155.0
Cormund,2140,520,3700.0,2139,469,3546.0,154.0
EnchantressM,13,113,352.0,9,63,198.0,154.0
QuickSiLver,986,0,986.0,839,0,839.0,147.0
Rubein,105,1023,3174.0,105,974,3027.0,147.0
ZaKi,856,1,859.0,709,1,712.0,147.0
Aaron2000,92,57,263.0,61,20,121.0,142.0
WRONG TURN,2743,26,2821.0,2604,26,2682.0,139.0
ArT,468,1174,3990.0,468,1128,3852.0,138.0
WiTchKing,908,0,908.0,770,0,770.0,138.0
DraConiS,2656,155,3121.0,2551,145,2986.0,135.0
NEBULA,2771,502,4277.0,2771,457,4142.0,135.0
Borutatos,27,74,249.0,11,35,116.0,133.0
DETH,485,10,515.0,383,0,383.0,132.0
ThomasShelbY,316,304,1228.0,316,260,1096.0,132.0
dingleberry,8,1002,3014.0,8,958,2882.0,132.0
BRUTALES,214,805,2629.0,214,761,2497.0,132.0
valkyria,844,375,1969.0,844,331,1837.0,132.0
DaisY,2,219,659.0,2,175,527.0,132.0
Lala TheGrey,0,344,1032.0,0,300,900.0,132.0
HELLCAT,1,383,1150.0,1,339,1018.0,132.0
Argeade 88,1726,40,1846.0,1610,35,1715.0,131.0
Professor X,891,0,891.0,760,0,760.0,131.0
DIKEFALOS21,15,221,678.0,11,179,548.0,130.0
knyaz Elemag,549,382,1695.0,543,341,1566.0,129.0
Baji Keisuke,115,418,1369.0,110,377,1241.0,128.0
ODYSSEAS,2534,318,3488.0,2485,292,3361.0,127.0
volo,31,383,1180.0,31,341,1054.0,126.0
arcane,3603,211,4236.0,3594,172,4110.0,126.0
Schurke66,0,91,273.0,0,49,147.0,126.0
DarkLord Dan,2474,384,3626.0,2474,342,3500.0,126.0
Cloud Strife,3805,0,3805.0,3679,0,3679.0,126.0
SlackOfDoom,1448,539,3065.0,1431,503,2940.0,125.0
freeze3,2789,1,2792.0,2665,1,2668.0,124.0
asparuhdo,1149,391,2322.0,1148,350,2198.0,124.0
king kira,477,10,507.0,365,6,383.0,124.0
fearless,642,282,1488.0,642,241,1365.0,123.0
Omnos,174,156,642.0,114,135,519.0,123.0
KAWO,900,371,2013.0,900,330,1890.0,123.0
CerberusS,3265,106,3583.0,3143,106,3461.0,122.0
Hoba,632,0,632.0,510,0,510.0,122.0
Vhaera Black,314,293,1193.0,314,253,1073.0,120.0
Cromwell 1,2961,54,3123.0,2844,54,3006.0,117.0
MacGG,7,384,1159.0,7,345,1042.0,117.0
MariaZoe,3,68,207.0,1,30,91.0,116.0
NHL,550,490,2020.0,548,452,1904.0,116.0
Blackrainbow,895,880,3535.0,892,843,3421.0,114.0
Fantom elite,11,40,131.0,0,6,18.0,113.0
17Palad1nOnm,4,203,613.0,2,167,503.0,110.0
DeathDealerV,28,361,1111.0,28,325,1003.0,108.0
How2Play,12,274,834.0,12,238,726.0,108.0
Munchies,649,135,1054.0,649,99,946.0,108.0
Lady aurora,1,350,1051.0,1,315,946.0,105.0
NotTodayMate,1825,345,2860.0,1744,337,2755.0,105.0
RaisingD,1464,230,2154.0,1464,196,2052.0,102.0
HasturX,980,848,3524.0,980,814,3422.0,102.0
Tom CatZ,17,336,1025.0,17,303,926.0,99.0
swordss,508,399,1705.0,507,367,1608.0,97.0
Lord Rufus,346,284,1198.0,346,253,1105.0,93.0
SpanishFly,2000,340,3020.0,2000,310,2930.0,90.0
Kaison Baby,668,690,2738.0,668,660,2648.0,90.0
MACACS,2201,89,2468.0,2125,85,2380.0,88.0
ROMEOKTON,2026,317,2977.0,2026,289,2893.0,84.0
parthXD,1813,123,2182.0,1735,121,2098.0,84.0
GrimReaPer,1901,312,2837.0,1901,285,2756.0,81.0
cpl Thanos,988,669,2995.0,987,643,2916.0,79.0
Zobhard,541,250,1291.0,520,231,1213.0,78.0
ShudaBubbled,0,77,231.0,0,52,156.0,75.0
Lady Tay,1,333,1000.0,1,308,925.0,75.0
The Spikerer,652,1143,4081.0,652,1119,4009.0,72.0
Kim sSeok,1032,19,1089.0,969,19,1026.0,63.0
Avalonati,1814,251,2567.0,1810,234,2512.0,55.0
imPIOus,1847,87,2108.0,1809,84,2061.0,47.0
Stiele,389,201,992.0,357,201,960.0,32.0
Jaredsc,0,8,24.0,0,0,0,24.0
MorganKell,0,7,21.0,0,0,0,21.0
juanitonieve,20,0,20.0,0,0,0,20.0
Theomore,0,6,18.0,0,0,0,18.0
Hohonok,19,950,2869.0,19,945,2854.0,15.0
Gunnarr716,10,0,10.0,0,0,0,10.0
TripleP,8,0,8.0,0,0,0,8.0
Karlosas,7,0,7.0,0,0,0,7.0
DKH,4,0,4.0,0,0,0,4.0
cerveau lent,2832,581,4575.0,2832,580,4572.0,3.0
IRON Red,0,1,3.0,0,0,0,3.0
GOPI,2,0,2.0,0,0,0,2.0
Fenryrr,2938,364,4030.0,2938,364,4030.0,0.0
Nain Phomane,0,0,0.0,0,0,0.0,0.0
Madian RIP,2955,1474,7377.0,2955,1474,7377.0,0.0
Bloodfighter,41,0,41.0,172,0,172.0,-131.0
Cassana,66,0,66.0,212,3,221.0,-155.0
Total,,,186560.00,,,176856.00,9704.00
