,Players,Prev4's,Prev5's,Prev6's,Cur4's,Cur5's,Cur6's,Inc4's,Inc5's,Inc6's,4@1point,5@5point,6@5point,total
9,LalaTheWhite,0,0,0,0,673,148,0,673,148,0,3365,740,4105
62,ZENZEY,0,0,0,0,811,5,0,811,5,0,4055,25,4080
7,ArT,0,0,0,0,649,155,0,649,155,0,3245,775,4020
76,arcane,0,0,0,0,781,1,0,781,1,0,3905,5,3910
46,vampirewolfG,0,0,0,1,755,21,1,755,21,1,3775,105,3881
59,Sir Mogque,0,0,0,0,742,6,0,742,6,0,3710,30,3740
60,Csapek,0,0,0,0,742,6,0,742,6,0,3710,30,3740
47,Blackrainbow,0,0,0,4,716,20,4,716,20,4,3580,100,3684
85,UhtredR,0,0,0,2,688,0,2,688,0,2,3440,0,3442
77,Alice Fart,0,0,0,0,686,1,0,686,1,0,3430,5,3435
78,DownBubble,0,0,0,2,677,1,2,677,1,2,3385,5,3392
44,TripleP,0,0,0,2,626,23,2,626,23,2,3130,115,3247
51,didialfeim,0,0,0,0,618,12,0,618,12,0,3090,60,3150
15,mirjan,0,0,0,10,501,114,10,501,114,10,2505,570,3085
16,Wareblade,0,0,0,0,504,110,0,504,110,0,2520,550,3070
63,Thos,0,0,0,2,587,5,2,587,5,2,2935,25,2962
48,Boss X,0,0,0,49,541,20,49,541,20,49,2705,100,2854
70,Eragon67,0,0,0,1,510,2,1,510,2,1,2550,10,2561
79,FaFnir,0,0,0,0,501,1,0,501,1,0,2505,5,2510
71,freeze3,0,0,0,0,479,2,0,479,2,0,2395,10,2405
41,RMonn,0,0,0,0,431,29,0,431,29,0,2155,145,2300
39,Draakir,0,0,0,0,428,31,0,428,31,0,2140,155,2295
40,IronPrice,0,0,0,0,428,30,0,428,30,0,2140,150,2290
38,FreyaMaiden,0,0,0,0,416,32,0,416,32,0,2080,160,2240
72,tiddabeth,0,0,0,0,429,2,0,429,2,0,2145,10,2155
32,Maverick,0,0,0,0,378,52,0,378,52,0,1890,260,2150
49,Brooster,0,0,0,0,403,15,0,403,15,0,2015,75,2090
43,Freyyr,0,0,0,0,367,24,0,367,24,0,1835,120,1955
86,RoGue Prince,0,0,0,0,362,0,0,362,0,0,1810,0,1810
80,GooSE,0,0,0,0,350,1,0,350,1,0,1750,5,1755
36,Odr,0,0,0,2,307,36,2,307,36,2,1535,180,1717
67,pembaa,0,0,0,0,305,4,0,305,4,0,1525,20,1545
45,AHEGON,0,0,0,0,232,22,0,232,22,0,1160,110,1270
81,Mindaugyno,0,0,0,2,248,1,2,248,1,2,1240,5,1247
82,Kaelthas27,0,0,0,3,206,1,3,206,1,3,1030,5,1038
55,Daessa,0,0,0,0,196,9,0,196,9,0,980,45,1025
61,Omnos,0,0,0,0,189,6,0,189,6,0,945,30,975
87,sakis111,0,0,0,0,103,0,0,103,0,0,515,0,515
73,Skipka,0,0,0,0,99,2,0,99,2,0,495,10,505
53,S4TN4AM1R,0,0,0,0,85,11,0,85,11,0,425,55,480
88,SERHAT STARK,0,0,0,0,66,0,0,66,0,0,330,0,330
68,Beha,0,0,0,0,48,4,0,48,4,0,240,20,260
83,Adijjiiiiiii,0,0,0,0,9,1,0,9,1,0,45,5,50
89,ANASTASIAs,0,0,0,0,9,0,0,9,0,0,45,0,45
90,LalaAP2,0,0,0,0,0,0,0,0,0,0,0,0,0
