,Players,Prev4's,Prev5's,Prev6's,Cur4's,Cur5's,Cur6's,Inc4's,Inc5's,Inc6's,4@1point,5@5point,6@5point,total
22,xstanfordx,0,1664,108,0,1947,108,0,283,0,0,1415,0,1415
39,HussyofWhips,0,176,47,0,439,47,0,263,0,0,1315,0,1315
72,milleeee,0,140,5,0,314,5,0,174,0,0,870,0,870
73,Huuloc,0,137,4,0,287,5,0,150,1,0,750,5,755
14,SlackOfDoom,45,1388,153,45,1525,155,0,137,2,0,685,10,695
13,StankoSRBLFC,1851,1427,158,1851,1538,159,0,111,1,0,555,5,560
0,MorganKell,0,1812,281,0,1896,289,0,84,8,0,420,40,460
16,brokenjade,2,2211,145,2,2293,150,0,82,5,0,410,25,435
59,KeclsHere,0,0,0,0,59,13,0,59,13,0,295,65,360
48,didialfeim,0,964,30,0,1023,30,0,59,0,0,295,0,295
62,Dimsa,0,58,7,0,106,10,0,48,3,0,240,15,255
74,viktorija,0,74,3,0,119,5,0,45,2,0,225,10,235
66,R1m,0,1627,8,0,1673,8,0,46,0,0,230,0,230
79,tiddabeth,0,791,4,0,835,4,0,44,0,0,220,0,220
70,Kaelthas27,3,649,5,3,690,6,0,41,1,0,205,5,210
38,trevers,0,264,44,0,301,49,0,37,5,0,185,25,210
8,Theomore,0,1232,187,0,1269,192,0,37,5,0,185,25,210
65,Karlosas,0,1967,8,0,2008,8,0,41,0,0,205,0,205
77,MariaZoe,1,1224,4,1,1263,4,0,39,0,0,195,0,195
88,Pori Junior,0,0,0,0,37,1,0,37,1,0,185,5,190
29,17Palad1nOnm,2,1270,74,2,1307,75,0,37,1,0,185,5,190
86,Qkate,0,250,1,0,287,1,0,37,0,0,185,0,185
90,Foxxy,3265,1419,0,3265,1456,0,0,37,0,0,185,0,185
1,King Rale,176,2339,278,177,2371,282,1,32,4,1,160,20,181
19,Klaus Schnee,0,1062,125,0,1094,129,0,32,4,0,160,20,180
21,Dasharath,4896,1133,107,4896,1166,110,0,33,3,0,165,15,180
81,DKH,1,1145,2,1,1181,2,0,36,0,0,180,0,180
80,Mindaugyno,2,480,2,2,514,3,0,34,1,0,170,5,175
84,DownBerry,2,910,1,2,945,1,0,35,0,0,175,0,175
24,xLestat,0,1081,100,0,1110,105,0,29,5,0,145,25,170
15,Jaredsc,0,1057,146,0,1085,152,0,28,6,0,140,30,170
26,MaceWindujr,1277,1852,94,1277,1885,94,0,33,0,0,165,0,165
87,BOrke,0,22,0,0,54,1,0,32,1,0,160,5,165
49,pembaa,0,551,28,0,581,30,0,30,2,0,150,10,160
60,buddha6366,845,1267,12,845,1298,12,0,31,0,0,155,0,155
3,EDOX,1631,1865,232,1631,1892,235,0,27,3,0,135,15,150
71,ZENZEY,0,1047,5,0,1077,5,0,30,0,0,150,0,150
83,sakis111,0,331,2,0,361,2,0,30,0,0,150,0,150
4,Guts Black,2852,1732,230,2852,1757,234,0,25,4,0,125,20,145
35,S4TN4AM1R,0,279,54,0,305,57,0,26,3,0,130,15,145
78,arcane,0,1045,3,0,1072,4,0,27,1,0,135,5,140
85,UhtredR,2,910,1,2,938,1,0,28,0,0,140,0,140
28,SashaM,799,2018,73,799,2043,76,0,25,3,0,125,15,140
6,pikabooooo,954,808,200,954,832,203,0,24,3,0,120,15,135
55,komyc,2743,1517,12,2743,1537,19,0,20,7,0,100,35,135
7,dingleberry,0,964,193,0,987,197,0,23,4,0,115,20,135
56,EnchantressM,0,1421,18,0,1448,18,0,27,0,0,135,0,135
51,Brooster,0,667,25,0,694,25,0,27,0,0,135,0,135
69,MORTI,196,1851,6,196,1878,6,0,27,0,0,135,0,135
75,Lord Lesa,0,48,3,0,72,5,0,24,2,0,120,10,130
93,KEVA MILEVA,0,38,0,0,64,0,0,26,0,0,130,0,130
5,ArT,0,839,207,0,859,212,0,20,5,0,100,25,125
25,Maverick,0,566,94,0,587,98,0,21,4,0,105,20,125
27,SEARCHER,1525,1629,85,1525,1647,92,0,18,7,0,90,35,125
33,Odr,3,477,59,3,499,62,0,22,3,0,110,15,125
46,Wntrking,0,220,28,0,242,31,0,22,3,0,110,15,125
68,Thos,2,808,7,2,832,7,0,24,0,0,120,0,120
41,SireMuch,4,203,38,4,224,41,0,21,3,0,105,15,120
44,Freyyr,0,554,35,0,576,37,0,22,2,0,110,10,120
82,Eragon67,1,782,2,1,806,2,0,24,0,0,120,0,120
23,Gunnarr716,0,975,105,0,996,108,0,21,3,0,105,15,120
94,Sandra Lady,0,37,0,0,61,0,0,24,0,0,120,0,120
76,SFuRak,5836,1562,4,5836,1586,4,0,24,0,0,120,0,120
9,JohnHawkwood,2018,1956,185,2018,1978,187,0,22,2,0,110,10,120
