,Players,Prev4's,Prev5's,Prev6's,Cur4's,Cur5's,Cur6's,Inc4's,Inc5's,Inc6's,4@1point,5@5point,6@5point,total
42,Traksimus,0,181,38,0,202,41,0,21,3,0,105,15,120
53,Boss X,51,786,24,51,809,24,0,23,0,0,115,0,115
61,malimiki,3449,1012,11,3449,1035,11,0,23,0,0,115,0,115
58,Skipka,0,321,13,0,344,13,0,23,0,0,115,0,115
11,mirjan,11,754,163,11,772,168,0,18,5,0,90,25,115
36,FreyaMaiden,0,605,50,0,626,52,0,21,2,0,105,10,115
34,RMonn,0,638,60,0,660,61,0,22,1,0,110,5,115
92,Lilith Lilit,2,44,0,2,67,0,0,23,0,0,115,0,115
30,12M,1422,1028,71,1422,1047,75,0,19,4,0,95,20,115
45,LalaTheWhite,0,225,31,0,243,36,0,18,5,0,90,25,115
89,ANASTASIAs,0,15,1,0,37,1,0,22,0,0,110,0,110
43,GEERT,868,1310,36,868,1331,37,0,21,1,0,105,5,110
32,Draakir,0,629,60,0,649,62,0,20,2,0,100,10,110
17,Kingsy D,3473,1280,130,3473,1299,133,0,19,3,0,95,15,110
91,SERHAT STARK,0,296,0,0,317,0,0,21,0,0,105,0,105
95,zui,0,37,0,0,58,0,0,21,0,0,105,0,105
10,BuharaShroom,12,949,170,12,968,172,0,19,2,0,95,10,105
2,Lord Gitter,1251,1172,255,1251,1187,261,0,15,6,0,75,30,105
67,docente,1192,1255,8,1192,1276,8,0,21,0,0,105,0,105
64,Csapek,0,970,6,0,988,9,0,18,3,0,90,15,105
63,Sir Mogque,0,970,6,0,988,9,0,18,3,0,90,15,105
57,Milos Iva,0,26,10,0,43,14,0,17,4,0,85,20,105
54,Beha,0,235,21,0,256,21,0,21,0,0,105,0,105
50,vampirewolfG,1,1010,25,1,1030,26,0,20,1,0,100,5,105
31,Blackrainbow,5,895,69,5,910,75,0,15,6,0,75,30,105
18,koddi,6,1038,130,6,1056,133,0,18,3,0,90,15,105
96,Red Star SRB,0,23,0,0,44,0,0,21,0,0,105,0,105
47,Lord Anibal,21,1011,30,21,1030,30,0,19,0,0,95,0,95
40,Fyre,0,211,40,0,227,43,0,16,3,0,80,15,95
20,Duke Martin,2095,1285,122,2095,1303,123,0,18,1,0,90,5,95
12,Wareblade,0,630,158,0,645,162,0,15,4,0,75,20,95
37,TripleP,2,811,47,2,825,51,0,14,4,0,70,20,90
52,Daessa,0,426,22,0,437,25,0,11,3,0,55,15,70
