Player,Curr4,Curr5,Curr_Score,Pre4,Pre5,Prev_Score,Inc_Score
Bigbadguy,2950,1592,7726.0,0,0,0,7726.0
Ebony Maw,2955,1446,7293.0,0,0,0,7293.0
HussyofWhips,1019,1624,5891.0,0,0,0,5891.0
Mikey AlThor,507,1711,5640.0,0,0,0,5640.0
brokenjade,807,1466,5205.0,0,0,0,5205.0
Harold,1664,1127,5045.0,0,0,0,5045.0
cerveau lent,2832,509,4359.0,0,0,0,4359.0
Dark Asha,688,1073,3907.0,0,0,0,3907.0
NEBULA,2767,368,3871.0,0,0,0,3871.0
Fenryrr,2938,306,3856.0,0,0,0,3856.0
arcane,3543,100,3843.0,0,0,0,3843.0
The Spikerer,652,1052,3808.0,0,0,0,3808.0
ArT,468,1035,3573.0,0,0,0,3573.0
BIGBAD PANDA,515,995,3500.0,0,0,0,3500.0
Cloud Strife,3423,0,3423.0,0,0,0,3423.0
Cormund,2139,382,3285.0,0,0,0,3285.0
CerberusS,2887,106,3205.0,0,0,0,3205.0
HasturX,979,741,3202.0,0,0,0,3202.0
DarkLord Dan,2474,241,3197.0,0,0,0,3197.0
Blackrainbow,883,765,3178.0,0,0,0,3178.0
ODYSSEAS,2350,253,3109.0,0,0,0,3109.0
Loekas20,2178,301,3081.0,0,0,0,3081.0
CastleFarmer,3004,10,3034.0,0,0,0,3034.0
cpl Thanos,987,605,2802.0,0,0,0,2802.0
Cassana,2675,34,2777.0,0,0,0,2777.0
Rubein,105,877,2736.0,0,0,0,2736.0
draconis,2359,124,2731.0,0,0,0,2731.0
Cromwell 1,2564,54,2726.0,0,0,0,2726.0
Hohonok,19,899,2716.0,0,0,0,2716.0
SpanishFly,2000,237,2711.0,0,0,0,2711.0
ROMEOKTON,2026,218,2680.0,0,0,0,2680.0
SlackOfDoom,1390,426,2668.0,0,0,0,2668.0
HODOR,2604,14,2646.0,0,0,0,2646.0
ANAXIMANDROS,1123,497,2614.0,0,0,0,2614.0
dingleberry,8,858,2582.0,0,0,0,2582.0
GrimReaPer,1901,213,2540.0,0,0,0,2540.0
NotTodayMate,1636,297,2527.0,0,0,0,2527.0
Kaison Baby,668,607,2489.0,0,0,0,2489.0
freeze3,2405,1,2408.0,0,0,0,2408.0
WRONG TURN,2339,20,2399.0,0,0,0,2399.0
Avalonati,1790,184,2342.0,0,0,0,2342.0
BRUTALES,214,680,2254.0,0,0,0,2254.0
MACACS,1944,84,2196.0,0,0,0,2196.0
vampirewolfG,1444,240,2164.0,0,0,0,2164.0
asparuhdo,1141,271,1954.0,0,0,0,1954.0
parthXD,1606,101,1909.0,0,0,0,1909.0
RaisingD,1464,134,1866.0,0,0,0,1866.0
imPIOus,1601,78,1835.0,0,0,0,1835.0
NHL,545,383,1694.0,0,0,0,1694.0
KAWO,900,247,1641.0,0,0,0,1641.0
Lohki,181,468,1585.0,0,0,0,1585.0
valkyria,844,242,1570.0,0,0,0,1570.0
Argeade 88,1378,29,1465.0,0,0,0,1465.0
swordss,507,312,1443.0,0,0,0,1443.0
OnePieceOfAl,1014,138,1428.0,0,0,0,1428.0
ELENA,291,349,1338.0,0,0,0,1338.0
knyaz Elemag,534,259,1311.0,0,0,0,1311.0
PIuRRulP,777,177,1308.0,0,0,0,1308.0
fearless,625,163,1114.0,0,0,0,1114.0
Ragnaroku,916,32,1012.0,0,0,0,1012.0
Baji Keisuke,98,300,998.0,0,0,0,998.0
Zobhard,485,166,983.0,0,0,0,983.0
Lord Rufus,341,203,950.0,0,0,0,950.0
Sealiah X,94,268,898.0,0,0,0,898.0
Kim sSeok,813,19,870.0,0,0,0,870.0
ThomasShelbY,316,174,838.0,0,0,0,838.0
Munchies,648,54,810.0,0,0,0,810.0
Stiele,301,168,805.0,0,0,0,805.0
MacGG,5,266,803.0,0,0,0,803.0
voLo,28,258,802.0,0,0,0,802.0
DeathDealerV,27,257,798.0,0,0,0,798.0
Bloodfighter,386,137,797.0,0,0,0,797.0
DeeAnna,66,242,792.0,0,0,0,792.0
Vhaera Black,306,161,789.0,0,0,0,789.0
HELLCAT,1,258,775.0,0,0,0,775.0
Lady aurora,1,240,721.0,0,0,0,721.0
Lady Tay,1,237,712.0,0,0,0,712.0
Tom CatZ,17,222,683.0,0,0,0,683.0
Lala TheGrey,0,207,621.0,0,0,0,621.0
L3V ETEE,0,204,612.0,0,0,0,612.0
QuickSiLver,532,0,532.0,0,0,0,532.0
xLestat,1,167,502.0,0,0,0,502.0
How2Play,11,153,470.0,0,0,0,470.0
ZaKi,464,1,467.0,0,0,0,467.0
WiTchKing,467,0,467.0,0,0,0,467.0
Professor X,463,0,463.0,0,0,0,463.0
DIKEFALOS21,6,99,303.0,0,0,0,303.0
Fat Troll,5,99,302.0,0,0,0,302.0
Omnos,97,62,283.0,0,0,0,283.0
DucdeNalfar,76,67,277.0,0,0,0,277.0
Han,146,41,269.0,0,0,0,269.0
Hoba,268,0,268.0,0,0,0,268.0
17Palad1nOnm,2,85,257.0,0,0,0,257.0
DaisY,0,79,237.0,0,0,0,237.0
KeNshin,28,66,226.0,0,0,0,226.0
king kira,116,5,131.0,0,0,0,131.0
DETH,130,0,130.0,0,0,0,130.0
ShudaBubbled,0,8,24.0,0,0,0,24.0
Total,,,196077.00,,,0.00,196077.00
